,id,age,education,marital_status,income,childrenhome,dt_customer,recency,wine_products,fruit_products,meat_products,fish_products,sweet_products,gold_products,total_products,deal_purchases,web_purchases,catalog_purchases,store_purchases,total_purchases,web_visits_permonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,total_cmp,complain,response
467,9213,54,Graduation,Widow,31880.0,1,2012-10-31,13,4,1,5,2,0,3,15,1,1,0,2,3,8,0,0,0,0,0,0,0,0
468,9697,73,Graduation,Married,53790.0,2,2014-03-06,86,335,42,127,28,5,5,542,3,7,2,8,17,6,0,0,0,0,0,0,0,0
469,3916,53,PhD,Together,49269.0,1,2012-08-15,92,639,8,166,11,8,58,890,3,7,3,12,22,7,0,0,0,0,0,0,0,0
470,2021,49,Graduation,Married,61456.0,1,2013-03-27,47,563,76,384,84,192,89,1388,4,6,10,13,29,4,0,0,0,0,0,0,0,0
471,1581,44,Graduation,Married,37406.0,1,2013-10-10,18,2,0,8,2,2,3,17,1,1,0,2,3,8,0,0,0,0,0,0,0,1
472,564,43,PhD,Together,56937.0,1,2012-08-04,81,746,8,125,11,8,8,906,7,8,6,9,23,6,0,1,0,0,0,1,0,1
473,6619,46,Graduation,Married,38415.0,2,2013-01-02,91,22,1,13,4,0,4,44,2,1,0,3,4,7,0,0,0,0,0,0,0,0
474,9081,36,Graduation,Single,20518.0,1,2014-05-18,58,4,1,6,4,1,9,25,1,1,1,2,4,5,0,0,0,0,0,0,0,0
475,178,68,Graduation,Married,62503.0,1,2013-02-18,40,478,0,193,110,75,117,973,4,8,3,11,22,5,0,0,0,0,0,0,0,0
476,916,52,PhD,Single,41644.0,2,2014-05-09,67,20,3,4,2,0,2,31,2,1,0,3,4,3,0,0,0,0,0,0,0,0
477,5512,47,Master,Married,55842.0,1,2014-05-23,19,451,0,39,0,4,24,518,1,7,1,8,16,5,0,0,0,0,0,0,0,0
478,8970,52,PhD,Married,62010.0,1,2012-10-23,93,371,22,39,6,0,92,530,4,6,2,7,15,5,0,0,0,0,0,0,0,0
479,10581,47,Graduation,Married,41124.0,1,2012-10-31,41,281,7,84,15,0,119,506,7,7,3,4,14,8,0,0,0,0,0,0,0,0
480,5300,51,Master,Married,38961.0,1,2013-12-30,60,19,7,19,0,1,24,70,1,2,1,2,5,7,0,0,0,0,0,0,0,0
481,5154,52,Master,Divorced,37760.0,1,2013-08-11,54,26,3,13,2,10,0,54,1,2,0,3,5,6,0,0,0,0,0,0,0,0
482,8346,50,Graduation,Single,32233.0,1,2012-08-19,26,138,15,35,25,11,72,296,2,6,2,2,10,9,1,0,0,0,0,1,0,1
483,1676,49,Graduation,Married,43057.0,1,2013-10-30,30,213,2,44,0,2,5,266,4,4,2,5,11,5,0,0,0,0,0,0,0,0
484,9286,64,Master,Together,83151.0,0,2012-10-10,93,407,28,100,120,74,18,747,1,5,9,4,18,3,0,0,0,0,0,0,0,0
485,2426,60,PhD,Divorced,78825.0,0,2012-09-14,35,483,74,114,169,37,18,895,1,5,10,13,28,3,0,0,0,0,0,0,0,1
486,5172,48,Master,Together,65104.0,1,2013-11-14,4,738,0,232,13,20,50,1053,2,3,5,7,15,7,0,0,0,0,0,0,0,0
487,5562,50,Graduation,Married,60093.0,1,2013-06-26,92,502,12,109,16,6,90,735,2,7,2,10,19,6,0,0,0,0,0,0,0,0
488,3436,55,Graduation,Married,14045.0,1,2014-01-26,24,11,0,5,2,1,1,20,1,1,0,3,4,7,0,0,0,0,0,0,0,0
489,3921,72,2n Cycle,Widow,28457.0,0,2012-10-28,96,24,1,108,29,29,14,205,1,4,1,4,9,8,0,0,0,0,0,0,0,0
490,3403,66,PhD,Together,78952.0,1,2012-09-24,11,1170,19,594,99,76,134,2092,2,2,5,12,19,6,0,0,0,0,0,0,0,0
491,22,48,Graduation,Divorced,46310.0,1,2012-12-03,99,185,2,88,15,5,14,309,2,6,1,5,12,8,0,0,0,0,0,0,0,0
492,10965,69,Graduation,Together,76005.0,0,2013-02-22,72,983,20,389,240,50,40,1722,1,3,5,13,21,6,0,0,0,1,0,1,0,0
493,9426,60,Master,Single,58308.0,1,2013-01-12,77,691,0,69,10,0,130,900,4,2,6,3,11,8,0,0,0,0,0,0,0,0
494,6605,80,PhD,Divorced,55614.0,0,2013-11-27,85,504,13,131,8,0,26,682,1,9,4,6,19,7,0,1,0,0,0,1,0,0
495,3136,62,Master,Divorced,59432.0,1,2013-04-13,88,317,25,265,25,19,12,663,3,5,3,11,19,5,0,0,0,0,0,0,0,0
496,8737,46,Graduation,Divorced,55563.0,1,2014-04-05,22,29,1,9,2,0,2,43,1,2,0,3,5,3,0,0,0,0,0,0,0,0
497,11088,53,PhD,Together,78642.0,1,2013-04-21,83,1396,0,322,46,35,17,1816,1,4,9,4,17,6,0,0,0,0,0,0,0,0
498,716,75,PhD,Together,67911.0,1,2014-05-22,63,529,0,356,63,28,0,976,3,6,7,11,24,3,0,0,0,0,0,0,0,0
499,466,80,Graduation,Married,65275.0,0,2013-04-03,9,388,14,218,91,14,21,746,1,4,3,13,20,2,0,0,0,0,0,0,0,0
500,9135,74,Graduation,Together,27203.0,2,2012-08-06,92,13,2,21,4,0,24,64,2,1,1,2,4,8,0,0,0,0,0,0,0,0
501,10623,63,Master,Together,48330.0,1,2013-11-15,2,28,0,4,0,0,0,32,1,1,0,3,4,5,0,0,0,0,0,0,0,0
502,8151,34,Basic,Married,24279.0,0,2012-12-29,6,16,36,21,20,62,108,263,1,4,1,3,8,8,0,0,0,0,0,0,0,0
503,5140,39,PhD,Married,64355.0,1,2012-08-24,66,1047,0,140,67,38,153,1445,2,4,3,12,19,8,0,0,0,0,0,0,0,0
504,10160,68,Master,Together,50943.0,1,2013-06-21,49,31,0,7,2,0,6,46,1,1,0,3,4,5,0,0,0,0,0,0,0,0
505,4945,71,Graduation,Widow,53653.0,0,2012-11-07,29,815,10,239,28,10,108,1210,2,10,4,12,26,6,0,0,0,0,0,0,0,0
506,10584,48,Graduation,Married,65665.0,1,2013-12-02,77,225,162,387,106,36,29,945,1,5,10,8,23,3,0,0,0,0,0,0,0,0
507,6071,35,Graduation,Single,81217.0,0,2013-07-19,77,493,70,324,146,40,84,1157,1,3,7,11,21,1,0,0,0,0,0,0,0,0
508,3386,32,Graduation,Married,34935.0,0,2013-06-21,71,34,4,66,3,10,20,137,1,2,1,4,7,7,0,0,0,0,0,0,0,0
509,8939,65,Graduation,Divorced,61250.0,1,2012-12-16,49,382,138,65,60,26,59,730,6,5,2,12,19,5,0,0,0,0,0,0,0,0
510,9925,43,PhD,Together,39665.0,1,2013-05-25,97,127,1,56,0,1,31,216,3,4,2,3,9,7,1,0,0,0,0,1,0,0
511,4320,45,Graduation,Single,60152.0,1,2013-03-28,6,325,83,300,86,58,91,943,1,6,4,12,22,3,0,0,0,0,0,0,0,0
512,5389,60,Graduation,Married,48920.0,2,2013-10-20,93,238,17,68,8,10,6,347,3,6,2,5,13,7,0,1,0,0,0,1,0,0
513,6036,65,Master,Together,89120.0,0,2014-03-17,78,1168,92,408,72,129,55,1924,1,5,6,7,18,1,0,0,1,0,0,1,0,0
514,182,78,PhD,Together,44124.0,1,2013-05-11,62,284,0,55,0,6,52,397,4,6,2,5,13,8,0,0,0,0,0,0,0,0
515,203,49,Master,Single,81169.0,0,2013-04-14,47,1288,20,613,80,61,27,2089,1,5,7,9,21,2,0,0,0,0,0,0,0,0
516,11025,63,Graduation,Married,36443.0,2,2013-02-03,9,65,0,46,4,3,20,138,4,3,1,3,7,8,0,0,0,0,0,0,0,0
517,10203,34,Graduation,Single,26095.0,1,2013-06-30,77,11,7,9,3,1,11,42,1,1,0,3,4,7,0,0,0,0,0,0,0,0
518,4607,65,Graduation,Together,71367.0,0,2013-08-23,24,227,23,389,42,21,75,777,1,4,5,7,16,2,0,0,0,0,0,0,0,0
519,3711,80,Master,Married,80184.0,0,2014-03-01,19,1035,134,670,25,38,0,1902,1,6,3,10,19,3,0,0,1,1,0,2,0,0
520,3696,59,Graduation,Divorced,30630.0,2,2014-01-27,67,27,1,12,2,0,10,52,2,2,0,3,5,7,0,0,0,0,0,0,0,0
521,2532,37,Master,Single,73454.0,0,2014-03-01,95,982,73,351,56,14,175,1651,1,2,4,6,12,5,1,0,0,0,0,1,0,0
522,9214,33,Graduation,Married,42691.0,0,2013-08-16,48,179,2,64,38,17,58,358,1,5,1,6,12,5,0,0,0,0,0,0,0,0
523,4943,71,Graduation,Married,70503.0,0,2012-09-30,73,1379,33,216,0,33,66,1727,1,2,4,9,15,6,0,1,1,0,0,2,0,0
524,35,37,Graduation,Married,25545.0,1,2012-09-08,35,32,1,64,16,12,85,210,3,2,2,3,7,6,0,0,0,0,0,0,0,1
525,2258,38,Graduation,Married,32880.0,1,2012-12-04,76,8,4,15,7,6,2,42,1,1,0,3,4,8,0,0,0,0,0,0,0,0
526,4322,66,PhD,Together,77863.0,0,2013-11-27,20,881,38,319,16,25,12,1291,1,4,5,10,19,2,0,0,0,0,0,0,0,0
527,713,47,Master,Married,50353.0,0,2014-06-08,72,141,15,153,67,31,35,442,1,4,4,6,14,3,0,0,0,0,0,0,0,0
528,4702,60,Graduation,Single,61839.0,0,2012-08-12,20,1000,155,379,224,17,120,1895,1,4,8,4,16,8,0,0,0,0,0,0,0,0
529,3281,64,PhD,Married,49154.0,2,2013-11-03,69,206,10,67,30,27,71,411,6,4,1,8,13,6,0,0,0,0,0,0,0,0
530,702,49,2n Cycle,Widow,47682.0,1,2013-02-15,80,162,61,83,97,57,61,521,4,4,3,8,15,5,0,0,0,0,0,0,0,0
531,2004,55,Graduation,Single,72679.0,1,2013-09-18,65,619,54,260,127,54,54,1168,1,4,7,5,16,1,0,0,0,0,0,0,0,0
532,4769,47,Master,Together,57954.0,2,2014-06-18,52,456,4,24,0,0,9,493,7,8,2,6,16,7,0,1,0,0,0,1,0,0
533,4437,62,Graduation,Married,65316.0,2,2013-04-24,65,112,6,92,3,9,38,260,2,3,2,5,10,4,0,0,0,0,0,0,0,0
534,8724,42,Graduation,Single,28567.0,1,2013-06-17,57,11,3,22,2,2,6,46,2,2,0,3,5,6,0,0,0,0,0,0,0,0
535,10741,73,Master,Together,47352.0,1,2013-04-11,70,172,12,112,8,0,15,319,4,6,1,5,12,7,0,0,0,0,0,0,0,0
536,1991,57,Graduation,Together,44931.0,1,2014-01-18,0,78,0,11,0,0,7,96,1,2,1,3,6,5,0,0,0,0,0,0,0,0
537,6931,57,Graduation,Divorced,76982.0,0,2014-02-15,19,464,151,292,65,60,30,1062,1,8,3,4,15,4,0,0,1,0,0,1,0,1
538,11096,72,2n Cycle,Together,57247.0,1,2013-08-08,50,99,4,32,37,54,6,232,2,2,1,7,10,2,0,0,0,0,0,0,0,0
539,304,43,Master,Single,22944.0,1,2013-12-23,67,19,3,19,4,5,26,76,3,3,0,3,6,7,0,0,0,0,0,0,0,0
540,3665,47,2n Cycle,Together,25315.0,1,2013-11-07,46,1,9,8,11,3,22,54,3,3,0,3,6,8,0,0,0,0,0,0,0,0
541,10591,55,Graduation,Widow,43638.0,1,2012-08-06,37,63,10,83,7,19,19,201,2,4,1,4,9,7,0,0,0,0,0,0,0,0
542,5036,40,PhD,Single,42710.0,1,2012-11-28,38,252,3,42,4,3,102,406,2,4,5,3,12,6,0,0,0,0,0,0,0,0
543,5547,42,PhD,Married,84169.0,0,2013-08-07,9,1478,19,403,0,19,0,1919,1,7,6,6,19,3,0,1,1,0,0,2,0,1
544,7822,48,Graduation,Together,54058.0,1,2013-06-04,56,198,18,252,32,108,54,662,2,4,6,8,18,3,0,0,0,0,0,0,0,0
545,8541,34,2n Cycle,Married,24683.0,1,2014-03-08,98,8,4,10,6,7,6,41,2,2,0,4,6,5,0,0,0,0,0,0,0,0
546,10955,60,Graduation,Widow,85620.0,0,2014-01-07,68,416,46,925,60,107,46,1600,1,3,6,4,13,1,0,0,0,0,0,0,0,1
547,4368,44,Graduation,Married,47850.0,1,2013-12-03,72,42,7,43,20,12,10,134,1,3,0,4,7,6,0,0,0,0,0,0,0,0
548,9671,56,Graduation,Married,19514.0,2,2014-01-26,47,14,3,21,2,1,28,69,4,3,1,2,6,8,1,0,0,0,0,1,0,1
549,2256,51,Master,Married,27159.0,2,2014-03-29,33,17,0,3,0,0,1,21,2,1,0,3,4,6,0,0,0,0,0,0,0,0
550,4279,61,2n Cycle,Single,39548.0,2,2014-03-31,87,15,4,10,3,4,18,54,2,1,1,3,5,3,0,0,0,0,0,0,0,0
551,5371,35,Graduation,Single,21474.0,1,2014-04-08,0,6,16,24,11,0,34,91,2,3,1,2,6,7,1,0,0,0,0,1,0,1
552,9240,53,PhD,Single,60504.0,1,2014-02-07,73,458,0,24,6,4,34,526,2,6,2,8,16,6,0,0,0,0,0,0,0,0
553,9460,61,Graduation,Married,22419.0,0,2013-04-18,74,30,3,47,19,21,42,162,1,3,2,2,7,8,0,0,0,0,0,0,0,0
554,9504,75,Master,Married,81698.0,0,2013-11-06,4,179,28,520,111,123,47,1008,1,3,8,13,24,1,0,0,0,0,0,0,0,1
555,8692,72,Graduation,Together,43462.0,2,2012-09-12,50,90,17,97,15,6,15,240,6,4,1,5,10,8,0,0,0,0,0,0,0,0
556,448,46,PhD,Single,54880.0,1,2013-03-01,57,308,85,137,102,45,118,795,2,6,2,11,19,5,0,0,0,0,0,0,0,0
557,8314,42,Graduation,Married,79908.0,0,2013-04-05,30,557,129,761,29,185,111,1772,1,5,6,7,18,2,0,0,1,0,0,1,0,0
558,8420,54,2n Cycle,Married,15315.0,0,2013-08-03,27,7,4,13,15,8,17,64,2,2,0,4,6,5,0,0,0,0,0,0,0,0
559,3174,65,Graduation,Together,87771.0,1,2013-05-22,61,1492,38,287,50,57,33,1957,1,5,10,4,19,6,0,1,1,1,1,4,0,1
560,7685,46,Graduation,Married,33039.0,1,2013-09-09,4,30,8,12,8,8,12,78,1,2,0,4,6,5,0,0,0,0,0,0,0,0
561,3179,44,Graduation,Single,81741.0,0,2013-06-16,75,249,153,940,58,134,38,1572,0,6,6,7,19,2,0,0,0,0,0,0,0,0
562,9780,53,Master,Together,71499.0,1,2013-06-25,12,465,25,132,136,0,37,795,2,8,3,13,24,4,0,0,0,0,0,0,0,0
563,10681,54,2n Cycle,Married,62466.0,1,2014-01-15,13,129,129,259,168,121,83,889,5,6,3,12,21,4,0,0,0,0,0,0,0,0
564,10232,61,PhD,Divorced,48799.0,1,2013-11-05,9,174,18,81,28,6,24,331,3,3,2,7,12,3,0,0,0,0,0,0,0,0
565,4184,74,PhD,Together,52157.0,1,2014-06-07,48,189,2,29,3,2,40,265,2,3,2,5,10,4,0,0,0,0,0,0,0,0
566,9120,62,Graduation,Single,66565.0,1,2012-12-05,80,747,10,161,65,40,42,1065,4,4,2,9,15,8,0,0,0,0,0,0,0,0
567,891,73,Master,Together,29298.0,2,2013-09-07,60,6,0,2,2,0,1,11,1,1,0,2,3,5,0,0,0,0,0,0,0,0
568,10381,45,Graduation,Single,47691.0,1,2013-07-05,43,14,0,3,0,0,4,21,1,1,0,2,3,6,0,0,0,0,0,0,0,0
569,3525,54,Graduation,Together,38200.0,2,2012-12-07,19,12,0,4,0,0,1,17,1,1,0,2,3,7,0,0,0,0,0,0,0,0
570,6818,50,Graduation,Married,44989.0,1,2012-09-12,26,98,0,106,49,10,106,369,5,5,1,5,11,6,0,0,0,0,0,0,0,0
571,3526,56,PhD,Married,38443.0,2,2014-01-27,58,32,0,5,0,0,1,38,2,1,0,3,4,7,0,0,0,0,0,0,0,0
572,8181,46,2n Cycle,Single,38593.0,1,2013-09-13,42,51,12,49,17,24,24,177,3,4,1,3,8,8,0,0,0,0,0,0,0,0
573,1029,54,PhD,Together,64413.0,1,2013-08-01,27,200,5,44,0,10,20,279,1,5,1,5,11,5,0,0,0,0,0,0,0,0
574,7369,43,Master,Married,36959.0,1,2013-10-02,56,25,6,25,6,0,0,62,2,2,0,3,5,8,0,0,0,0,0,0,0,0
575,2574,47,PhD,Married,61996.0,1,2013-01-31,27,1050,12,144,0,0,24,1230,3,6,4,8,18,5,0,1,0,1,1,3,0,1
576,8159,56,Graduation,Married,51287.0,2,2014-04-01,10,117,0,22,13,0,30,182,3,4,1,3,8,7,0,0,0,0,0,0,0,0
577,1160,54,Graduation,Married,13260.0,2,2013-08-23,48,9,4,17,10,2,7,49,4,3,0,3,6,8,0,0,0,0,0,0,0,0
578,10242,58,PhD,Together,47472.0,2,2013-09-16,39,56,0,11,0,0,8,75,2,2,0,4,6,5,0,0,0,0,0,0,0,0
579,5253,68,Master,Together,54603.0,2,2013-07-09,85,145,13,46,17,2,4,227,6,4,2,4,10,7,0,0,0,0,0,0,0,0
580,5966,50,PhD,Married,45207.0,2,2012-11-10,64,203,0,10,0,0,2,215,5,3,1,6,10,6,0,1,0,0,0,1,0,0
581,5314,73,Graduation,Together,40689.0,1,2013-03-18,69,270,3,27,39,6,99,444,7,7,1,5,13,8,0,0,0,0,0,0,0,0
582,5081,57,2n Cycle,Together,47821.0,2,2013-10-20,54,9,0,16,6,6,10,47,1,1,0,3,4,8,0,0,0,0,0,0,0,0
583,5123,73,Master,Married,27450.0,0,2013-04-15,57,37,12,23,8,11,52,143,1,2,1,3,6,7,0,0,0,0,0,0,0,0
584,5756,41,Graduation,Together,39453.0,1,2014-04-03,64,46,0,7,0,0,2,55,2,2,0,3,5,6,0,0,0,0,0,0,0,0
585,8036,53,2n Cycle,Together,26850.0,2,2014-04-18,10,31,1,13,7,2,9,63,4,2,1,4,7,4,0,0,0,0,0,0,0,0
586,9058,69,Graduation,Widow,79800.0,0,2012-09-23,65,1060,21,530,32,0,224,1867,1,5,11,5,21,3,1,0,1,1,0,3,0,1
587,5057,63,Master,Married,61794.0,1,2013-09-14,74,264,47,188,54,47,11,611,2,4,4,10,18,2,0,0,0,0,0,0,0,0
588,254,69,Graduation,Together,53863.0,1,2014-05-17,4,399,4,30,6,4,30,473,3,7,1,7,15,7,0,1,0,0,0,1,0,0
589,4179,65,Graduation,Together,24221.0,0,2013-08-20,94,8,9,9,2,5,22,55,1,1,1,3,5,4,0,0,0,0,0,0,0,0
590,3710,40,PhD,Single,39684.0,1,2012-10-12,41,19,0,35,6,4,17,81,2,2,1,2,5,7,0,0,0,0,0,0,1,1
591,7627,49,Master,Married,92163.0,0,2012-12-12,25,817,183,797,106,163,20,2086,0,5,11,5,21,2,0,0,1,1,0,2,0,1
592,4501,59,Master,Single,69882.0,0,2013-11-10,94,292,127,635,132,127,165,1478,1,3,7,9,19,1,0,0,0,0,0,0,0,0
593,6424,47,Graduation,Together,33178.0,1,2014-01-30,9,12,6,2,11,2,16,49,1,1,0,3,4,4,0,0,0,0,0,0,0,0
594,3075,52,PhD,Married,59973.0,0,2013-09-11,47,130,30,168,20,34,0,382,1,3,4,7,14,1,0,0,0,0,0,0,0,0
595,4992,49,Master,Together,17459.0,1,2013-09-19,12,6,4,16,3,10,30,69,3,3,1,2,6,7,0,0,0,0,0,0,0,1
596,5252,55,Graduation,Divorced,23910.0,1,2012-10-26,80,16,12,18,7,1,13,67,1,2,0,3,5,7,0,0,0,0,0,0,0,0
597,7444,55,Master,Married,42169.0,2,2013-10-19,20,19,0,9,0,0,2,30,2,1,0,3,4,8,0,0,0,0,0,0,0,0
598,6919,46,2n Cycle,Married,26224.0,1,2013-06-04,39,4,7,15,13,9,15,63,3,2,1,3,6,6,0,0,0,0,0,0,0,0
599,3537,43,Graduation,Together,31089.0,1,2012-08-17,57,31,3,31,2,8,4,79,3,3,0,4,7,8,0,0,0,0,0,0,0,0
600,10277,63,Graduation,Single,30081.0,1,2013-02-21,27,36,0,2,0,0,4,42,1,1,0,3,4,7,0,0,0,0,0,0,0,0
601,2453,64,Graduation,Together,62807.0,1,2012-08-31,83,526,28,135,10,21,99,819,3,5,3,12,20,5,0,0,0,0,0,0,0,0
602,7972,69,Graduation,Single,72906.0,0,2013-09-17,79,400,32,519,71,75,54,1151,1,3,4,9,16,1,0,0,0,0,0,0,0,0
603,895,76,PhD,Married,61467.0,2,2012-12-09,69,410,16,114,0,5,49,594,3,5,2,10,17,5,0,0,0,0,0,0,0,0
604,1177,58,Master,Together,49618.0,2,2013-01-26,77,80,3,26,4,2,14,129,4,3,1,3,7,7,0,0,0,0,0,0,0,0
605,7141,38,Master,Single,21888.0,1,2012-12-29,15,88,10,46,2,3,64,213,4,5,1,2,8,10,0,0,0,0,0,0,0,1
606,7232,51,Graduation,Widow,42429.0,1,2014-02-11,99,55,0,6,2,0,4,67,2,1,1,3,5,5,0,0,0,0,0,0,0,0
607,8477,68,Graduation,Divorced,26150.0,3,2013-03-11,61,5,1,13,3,5,1,28,1,1,0,3,4,7,0,0,0,0,0,0,0,0
608,2457,49,Basic,Married,30801.0,1,2012-10-26,23,8,4,5,15,2,11,45,2,1,0,3,4,7,0,0,0,0,0,0,0,0
609,988,59,Graduation,Married,81168.0,0,2014-05-07,84,410,0,592,147,22,22,1193,1,6,4,7,17,3,0,0,0,1,0,1,0,0
610,7930,55,Master,Single,26877.0,0,2013-08-19,74,101,13,76,20,18,40,268,2,3,1,6,10,6,0,0,0,0,0,0,0,0
611,4587,80,Master,Widow,45006.0,0,2013-07-18,90,162,25,53,16,0,10,266,1,3,1,7,11,3,0,0,0,0,0,0,0,0
612,6682,51,Basic,Married,18978.0,1,2012-12-11,41,2,8,1,4,7,15,37,1,1,0,3,4,8,0,0,0,0,0,0,0,0
613,6222,57,Graduation,Married,22574.0,3,2013-10-28,28,25,0,8,2,0,2,37,2,2,0,3,5,7,0,0,0,0,0,0,0,0
614,10299,55,PhD,Single,48240.0,0,2012-11-09,73,389,91,248,64,49,41,882,3,6,3,13,22,5,0,0,0,0,0,0,0,1
615,3083,50,Graduation,Married,45837.0,2,2013-07-26,88,215,13,87,17,17,24,373,5,6,2,5,13,7,0,0,0,0,0,0,0,0
616,8953,59,Master,Single,35791.0,3,2013-05-06,94,27,0,5,0,0,3,35,2,1,0,3,4,8,0,0,0,0,0,0,0,0
617,1503,48,PhD,Together,162397.0,2,2013-06-03,31,85,1,16,2,1,2,107,0,0,0,1,1,1,0,0,0,0,0,0,0,0
618,8650,46,Graduation,Widow,54162.0,2,2013-03-18,31,5,6,10,6,5,10,42,1,1,0,3,4,4,0,0,0,0,0,0,0,0
619,10862,64,Master,Married,30522.0,1,2012-08-17,6,179,8,83,19,11,26,326,5,1,2,9,12,2,0,0,0,0,0,0,0,0
620,2782,63,PhD,Married,54456.0,1,2013-07-11,23,352,0,27,10,0,15,404,3,6,1,7,14,6,0,0,0,0,0,0,0,0
621,6941,53,Graduation,Single,31632.0,0,2013-07-14,92,17,8,12,11,15,32,95,1,2,1,2,5,7,0,0,0,0,0,0,0,0
622,10972,75,Graduation,Widow,72298.0,0,2014-03-10,52,625,35,169,58,17,35,939,1,4,3,6,13,1,0,1,1,0,0,2,0,0
623,10708,46,2n Cycle,Single,36975.0,1,2013-12-28,50,10,6,11,0,4,2,33,1,1,0,3,4,7,0,0,0,0,0,0,0,0
624,6583,69,2n Cycle,Married,72635.0,0,2013-06-03,54,390,22,323,104,35,107,981,1,6,8,6,20,3,0,0,0,1,0,1,0,0
625,3641,48,Graduation,Married,13624.0,1,2013-01-20,93,10,2,15,2,1,6,36,2,2,0,3,5,6,0,0,0,0,0,0,0,0
626,10156,49,Graduation,Single,84196.0,1,2013-06-03,56,215,63,507,231,31,190,1237,1,8,4,7,19,3,0,0,0,0,0,0,0,0
627,4299,64,Graduation,Together,70971.0,1,2012-09-21,28,1001,17,572,93,125,17,1825,7,11,11,5,27,7,0,0,0,0,0,0,0,1
628,3469,47,PhD,Divorced,34487.0,2,2012-09-06,94,19,18,33,24,1,8,103,3,3,0,3,6,9,0,0,0,0,0,0,0,0
629,5063,47,Graduation,Single,28769.0,1,2012-12-18,76,41,5,129,10,3,3,191,3,4,1,4,9,9,0,0,0,0,0,0,0,0
630,10727,54,PhD,Married,69084.0,1,2013-11-19,43,1181,107,199,39,30,30,1586,2,7,3,13,23,8,0,0,0,0,0,0,0,0
631,9624,66,PhD,Together,65488.0,0,2014-06-13,46,603,45,207,36,18,54,963,1,3,4,6,13,1,0,0,0,0,0,0,0,0
632,5156,54,2n Cycle,Married,62466.0,1,2014-01-15,13,129,129,259,168,121,83,889,5,6,3,12,21,4,0,0,0,0,0,0,0,0
633,4376,64,2n Cycle,Single,32218.0,0,2014-02-15,27,10,24,15,13,1,30,93,1,2,1,3,6,7,1,0,0,0,0,1,0,1
634,8923,51,Graduation,Single,83917.0,0,2013-04-18,12,514,22,732,42,198,79,1587,1,6,7,7,20,3,0,0,0,0,0,0,0,1
635,8461,62,Graduation,Divorced,46102.0,3,2014-03-10,3,14,0,1,0,0,1,16,1,1,0,2,3,7,0,0,0,0,0,0,0,0
636,6945,72,Graduation,Single,84574.0,0,2013-06-04,72,387,20,713,38,54,163,1375,1,9,11,11,31,5,0,0,0,0,0,0,0,0
637,944,62,Graduation,Married,56181.0,1,2013-01-08,6,121,103,69,8,44,48,393,1,4,2,7,13,4,0,0,0,0,0,0,0,0
638,1907,74,Master,Divorced,63120.0,1,2012-09-28,53,965,69,279,54,41,69,1477,5,8,4,9,21,7,0,0,0,0,0,0,0,1
639,701,53,Graduation,Married,73691.0,1,2013-11-06,58,707,21,250,85,43,73,1179,2,6,2,8,16,2,1,0,0,0,0,1,0,0
640,3856,64,Graduation,Together,63381.0,1,2012-10-05,78,571,50,142,33,50,159,1005,4,4,5,13,22,2,0,0,0,0,0,0,0,0
641,4149,76,PhD,Together,76140.0,0,2014-05-13,57,586,66,653,17,0,26,1348,1,5,9,6,20,2,0,0,0,0,0,0,0,0
642,2131,65,PhD,Divorced,62859.0,1,2012-12-30,37,1063,89,102,16,12,25,1307,4,9,4,6,19,6,0,0,0,0,0,0,0,0
643,2942,60,Graduation,Single,45906.0,1,2013-05-07,20,305,3,27,4,3,144,486,2,5,4,4,13,5,1,0,0,0,0,1,0,0
644,1173,77,Master,Together,77632.0,0,2013-03-10,73,1200,105,758,0,42,147,2252,1,4,2,6,12,2,0,1,1,0,0,2,0,1
645,4381,53,PhD,Married,46463.0,2,2013-08-18,56,163,2,40,8,11,11,235,7,3,1,6,10,6,0,0,0,0,0,0,0,0
646,4611,54,Graduation,Together,105471.0,0,2013-01-21,36,1009,181,104,202,21,207,1724,0,9,8,13,30,3,0,0,1,1,0,2,0,1
647,3376,54,Master,Divorced,55282.0,1,2013-12-13,9,125,6,73,8,4,19,235,1,3,1,6,10,4,0,0,0,0,0,0,0,0
648,4679,47,Master,Married,78710.0,1,2014-05-23,42,721,0,152,119,50,50,1092,3,7,6,12,25,4,0,0,0,0,0,0,0,0
649,10928,66,Graduation,Together,66886.0,1,2013-09-16,28,315,4,62,41,31,146,599,2,7,1,7,15,5,0,0,0,0,0,0,0,0
650,4248,64,Master,Single,98777.0,0,2014-02-17,23,1000,19,711,125,115,38,2008,0,4,6,9,19,1,0,1,0,0,0,1,0,0
651,6728,39,Graduation,Together,29103.0,1,2012-08-27,38,16,0,17,6,3,6,48,2,1,0,3,4,9,0,0,0,0,0,0,0,0
652,6661,50,Graduation,Married,67445.0,1,2012-08-12,63,757,80,217,29,80,11,1174,5,9,6,12,27,6,0,0,0,0,0,0,0,0
653,4725,74,PhD,Together,50616.0,1,2014-04-13,71,30,2,25,0,1,9,67,1,1,1,4,6,2,0,0,0,0,0,0,0,0
654,3277,69,Graduation,Divorced,49431.0,1,2012-08-03,9,219,3,100,26,0,17,365,2,7,1,5,13,8,0,0,0,0,0,0,0,0
655,5555,49,Graduation,Divorced,153924.0,0,2014-02-07,81,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
